City,StateName,Date,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values
Dallas,TX,2023-09-30,394514,"Dallas, TX",msa,4,28.0,17.0,60.0,384838.0,327070.59981304605
Danville,IL,2023-09-30,394516,"Danville, IL",msa,472,34.0,8.0,46.0,83658.0,61218.41218258201
Evansville,IN,2023-09-30,394579,"Evansville, IN",msa,165,30.0,6.0,59.0,198546.0,132431.08969566558
Huntsville,AL,2023-09-30,394698,"Huntsville, AL",msa,114,31.0,13.0,52.0,286837.0,304597.03495053545
Laredo,TX,2023-09-30,394772,"Laredo, TX",msa,187,26.0,46.0,44.0,229074.0,225793.4277568548
Manchester,NH,2023-09-30,394820,"Manchester, NH",msa,131,36.0,7.0,81.0,440690.0,370560.9444274977
Miami,FL,2023-09-30,394856,"Miami, FL",msa,8,34.0,21.0,44.0,436438.0,521754.954348885
Milwaukee,WI,2023-09-30,394862,"Milwaukee, WI",msa,41,23.0,16.0,54.0,277687.0,196638.00351188358
New Orleans,LA,2023-09-30,394910,"New Orleans, LA",msa,47,30.0,30.0,38.0,255023.0,300277.0081236691
Racine,WI,2023-09-30,395011,"Racine, WI",msa,231,28.0,13.0,66.0,219524.0,135624.79696146157
Salem,OR,2023-09-30,395048,"Salem, OR",msa,126,31.0,16.0,60.0,429143.0,396297.1513829564
Bozeman,MT,2023-10-31,394407,"Bozeman, MT",msa,356,34.0,33.0,39.0,708701.0,830430.8417721991
Chicago,IL,2023-10-31,394463,"Chicago, IL",msa,3,34.0,10.0,60.0,294538.0,298504.781380065
Columbus,GA,2023-10-31,394488,"Columbus, GA",msa,158,30.0,11.0,43.0,183309.0,261481.46971530988
Evansville,IN,2023-10-31,394579,"Evansville, IN",msa,165,29.0,7.0,43.0,197559.0,132206.8591932704
Indianapolis,IN,2023-10-31,394705,"Indianapolis, IN",msa,34,30.0,10.0,44.0,259348.0,234458.90670149203
Key West,FL,2023-10-31,394744,"Key West, FL",msa,442,38.0,53.0,29.0,966205.0,1391214.920151801
Lakeland,FL,2023-10-31,394766,"Lakeland, FL",msa,82,32.0,21.0,48.0,300032.0,237093.53380207517
Lebanon,PA,2023-10-31,394783,"Lebanon, PA",msa,306,35.0,6.0,69.0,234758.0,237949.84522941892
Minneapolis,MN,2023-10-31,394865,"Minneapolis, MN",msa,16,27.0,19.0,62.0,351778.0,318052.80285043473
Peoria,IL,2023-10-31,394972,"Peoria, IL",msa,136,32.0,7.0,61.0,133583.0,63134.33358290929
Philadelphia,PA,2023-10-31,394974,"Philadelphia, PA",msa,7,35.0,10.0,59.0,316626.0,242601.40914876977
Plattsburgh,NY,2023-10-31,394986,"Plattsburgh, NY",msa,452,55.0,29.0,38.0,218969.0,208082.83368503494
Provo,UT,2023-10-31,395006,"Provo, UT",msa,92,26.0,22.0,58.0,494740.0,460648.4741610708
Racine,WI,2023-10-31,395011,"Racine, WI",msa,231,26.0,12.0,63.0,226735.0,137511.2604034931
Reno,NV,2023-10-31,395019,"Reno, NV",msa,113,30.0,20.0,51.0,527085.0,519287.722964325
Texarkana,TX,2023-10-31,395152,"Texarkana, TX",msa,299,31.0,34.0,8.0,179517.0,70169.21022651455
Tucson,AZ,2023-10-31,395167,"Tucson, AZ",msa,54,30.0,11.0,57.0,331457.0,291735.9039640556
Battle Creek,MI,2023-11-30,394368,"Battle Creek, MI",msa,318,32.0,11.0,50.0,155811.0,83081.72395804136
Boulder,CO,2023-11-30,394405,"Boulder, CO",msa,156,25.0,28.0,42.0,762109.0,1119714.7558644402
Clarksburg,WV,2023-11-30,394469,"Clarksburg, WV",msa,418,40.0,18.0,40.0,181100.0,68221.96868781652
Dayton,OH,2023-11-30,845158,"Dayton, OH",msa,74,29.0,8.0,49.0,175153.0,92816.03763982982
Dover,DE,2023-11-30,394539,"Dover, DE",msa,244,34.0,14.0,57.0,305737.0,350128.49915538705
Fayetteville,NC,2023-11-30,394589,"Fayetteville, NC",msa,109,32.0,11.0,56.0,221511.0,199117.4779124836
Flagstaff,AZ,2023-11-30,394595,"Flagstaff, AZ",msa,302,30.0,30.0,43.0,607226.0,633029.7350665168
Flint,MI,2023-11-30,394596,"Flint, MI",msa,135,27.0,15.0,44.0,172471.0,48826.35361958
Greensboro,NC,2023-11-30,394648,"Greensboro, NC",msa,76,32.0,11.0,50.0,230406.0,261361.5168648061
Hickory,NC,2023-11-30,394679,"Hickory, NC",msa,150,31.0,22.0,41.0,237048.0,250311.0812259494
Iowa City,IA,2023-11-30,394707,"Iowa City, IA",msa,252,35.0,21.0,56.0,266580.0,287207.6949204262
Jacksonville,FL,2023-11-30,394714,"Jacksonville, FL",msa,40,23.0,35.0,43.0,330031.0,277003.26421629224
Raleigh,NC,2023-11-30,395012,"Raleigh, NC",msa,43,32.0,15.0,64.0,409665.0,491653.7488466714
Seattle,WA,2023-11-30,395078,"Seattle, WA",msa,15,28.0,14.0,57.0,669804.0,815039.8231892425
Traverse City,MI,2023-11-30,395163,"Traverse City, MI",msa,287,28.0,18.0,54.0,386159.0,462412.6425900983
Albany,NY,2023-12-31,394308,"Albany, NY",msa,64,49.0,12.0,69.0,304388.0,263804.4447718985
Des Moines,IA,2023-12-31,394531,"Des Moines, IA",msa,84,34.0,26.0,52.0,250658.0,195618.2865566446
Detroit,MI,2023-12-31,394532,"Detroit, MI",msa,14,27.0,15.0,56.0,226078.0,68237.4179572226
Fort Wayne,IN,2023-12-31,394612,"Fort Wayne, IN",msa,132,26.0,12.0,46.0,217469.0,209171.09368905536
Green Bay,WI,2023-12-31,394646,"Green Bay, WI",msa,157,8.0,41.0,45.0,267764.0,222730.02326461233
Harrisburg,PA,2023-12-31,394666,"Harrisburg, PA",msa,99,33.0,9.0,65.0,238557.0,201947.96511004877
Huntsville,AL,2023-12-31,394698,"Huntsville, AL",msa,114,30.0,23.0,49.0,280714.0,305522.7174113767
Knoxville,TN,2023-12-31,394753,"Knoxville, TN",msa,65,31.0,15.0,51.0,316178.0,281283.62667470536
Lexington,KY,2023-12-31,394792,"Lexington, KY",msa,110,31.0,14.0,51.0,279967.0,240098.47616037092
Madison,WI,2023-12-31,394816,"Madison, WI",msa,88,27.0,22.0,68.0,361470.0,383088.86065539095
Morgantown,WV,2023-12-31,394879,"Morgantown, WV",msa,310,43.0,27.0,39.0,240097.0,205477.2598639573
Naples,FL,2023-12-31,394901,"Naples, FL",msa,147,34.0,37.0,36.0,577495.0,905938.0594268335
Olean,NY,2023-12-31,394936,"Olean, NY",msa,459,62.0,39.0,42.0,137244.0,135664.12782663087
Philadelphia,PA,2023-12-31,394974,"Philadelphia, PA",msa,7,34.0,14.0,62.0,319745.0,242815.14269259005
Pittsfield,MA,2023-12-31,394983,"Pittsfield, MA",msa,326,39.0,30.0,52.0,328027.0,183361.93733917427
Rochester,NY,2023-12-31,395031,"Rochester, NY",msa,52,45.0,9.0,168.0,220659.0,158056.63795803976
Salinas,CA,2023-12-31,395050,"Salinas, CA",msa,125,28.0,19.0,60.0,898454.0,622311.9734041466
San Diego,CA,2023-12-31,395056,"San Diego, CA",msa,17,24.0,16.0,72.0,848489.0,834482.4273595981
Somerset,PA,2023-12-31,395106,"Somerset, PA",msa,475,36.0,24.0,62.0,162616.0,288693.7863453841
Baltimore,MD,2024-01-31,394358,"Baltimore, MD",msa,20,30.0,15.0,71.0,342253.0,187178.4605780564
Beaumont,TX,2024-01-31,394372,"Beaumont, TX",msa,140,31.0,48.0,20.0,196467.0,146949.2443699606
Bridgeport,CT,2024-01-31,394415,"Bridgeport, CT",msa,60,44.0,15.0,95.0,543762.0,276986.8931513794
Canton,OH,2024-01-31,394439,"Canton, OH",msa,137,31.0,17.0,71.0,158322.0,113052.6826495466
Charleston,WV,2024-01-31,394455,"Charleston, WV",msa,192,39.0,28.0,69.0,157366.0,145608.9090531138
Corvallis,OR,2024-01-31,394505,"Corvallis, OR",msa,411,31.0,23.0,61.0,510623.0,515403.1508309514
Dallas,TX,2024-01-31,394514,"Dallas, TX",msa,4,28.0,32.0,66.0,381602.0,323771.56373574823
Durham,NC,2024-01-31,394549,"Durham, NC",msa,95,32.0,22.0,71.0,388408.0,450931.79684299615
Flagstaff,AZ,2024-01-31,394595,"Flagstaff, AZ",msa,302,29.0,48.0,53.0,590493.0,632902.4007745907
Jamestown,NY,2024-01-31,394719,"Jamestown, NY",msa,328,72.0,19.0,58.0,154879.0,168090.78716502324
Johnson City,TN,2024-01-31,394726,"Johnson City, TN",msa,224,31.0,16.0,48.0,220302.0,203614.22664157362
Las Cruces,NM,2024-01-31,394773,"Las Cruces, NM",msa,214,31.0,38.0,46.0,284461.0,380264.4014437387
Lawrence,KS,2024-01-31,394778,"Lawrence, KS",msa,349,30.0,25.0,61.0,288384.0,272420.7885715424
Lexington,KY,2024-01-31,394792,"Lexington, KY",msa,110,31.0,17.0,56.0,281863.0,240479.93210016092
Memphis,TN,2024-01-31,394849,"Memphis, TN",msa,44,23.0,35.0,46.0,210008.0,140718.29431542646
Reading,PA,2024-01-31,395015,"Reading, PA",msa,128,34.0,11.0,68.0,243249.0,306046.49149722443
Salinas,CA,2024-01-31,395050,"Salinas, CA",msa,125,29.0,22.0,64.0,824173.0,624137.9538593385
Santa Fe,NM,2024-01-31,395066,"Santa Fe, NM",msa,284,33.0,34.0,50.0,565766.0,523050.5162394218
Springfield,MO,2024-01-31,395116,"Springfield, MO",msa,118,31.0,24.0,54.0,241775.0,191658.77683721355
Springfield,OH,2024-01-31,395117,"Springfield, OH",msa,316,30.0,15.0,52.0,151856.0,207895.24117872995
Vallejo,CA,2024-01-31,395183,"Vallejo, CA",msa,123,24.0,24.0,76.0,549503.0,531861.1934612052
Yuba City,CA,2024-01-31,395246,"Yuba City, CA",msa,247,26.0,26.0,73.0,399634.0,412366.7040044579
Abilene,TX,2024-02-29,394299,"Abilene, TX",msa,251,29.0,40.0,42.0,225120.0,178083.42335942836
Battle Creek,MI,2024-02-29,394368,"Battle Creek, MI",msa,318,33.0,20.0,62.0,162367.0,83049.68467252988
Breckenridge,CO,2024-02-29,753871,"Breckenridge, CO",msa,811,35.0,38.0,54.0,890023.0,1323882.7339502822
Cincinnati,OH,2024-02-29,394466,"Cincinnati, OH",msa,28,30.0,11.0,72.0,246310.0,220437.3464709681
Flint,MI,2024-02-29,394596,"Flint, MI",msa,135,27.0,24.0,58.0,175858.0,49825.0970479605
Fresno,CA,2024-02-29,394619,"Fresno, CA",msa,57,28.0,19.0,70.0,376696.0,342106.72058035946
Killeen,TX,2024-02-29,394746,"Killeen, TX",msa,120,29.0,43.0,50.0,256356.0,216173.2015426649
Knoxville,TN,2024-02-29,394753,"Knoxville, TN",msa,65,31.0,18.0,57.0,325206.0,284580.7905455408
Las Cruces,NM,2024-02-29,394773,"Las Cruces, NM",msa,214,32.0,35.0,50.0,279242.0,380710.34743698523
Lexington,KY,2024-02-29,394792,"Lexington, KY",msa,110,31.0,14.0,61.0,284664.0,241370.57981427148
Longview,WA,2024-02-29,394804,"Longview, WA",msa,368,28.0,24.0,50.0,369584.0,366408.0840839301
Manchester,NH,2024-02-29,394820,"Manchester, NH",msa,131,36.0,7.0,101.0,448192.0,382500.7273811926
Milwaukee,WI,2024-02-29,394862,"Milwaukee, WI",msa,41,21.0,29.0,89.0,270223.0,199403.05222103547
New Haven,CT,2024-02-29,394908,"New Haven, CT",msa,68,40.0,10.0,93.0,318184.0,271061.0466381486
Omaha,NE,2024-02-29,394938,"Omaha, NE",msa,59,30.0,14.0,69.0,271221.0,291810.268009868
Pensacola,FL,2024-02-29,394971,"Pensacola, FL",msa,111,32.0,35.0,45.0,293307.0,233526.68319801416
Rochester,MN,2024-02-29,395030,"Rochester, MN",msa,207,30.0,32.0,77.0,278165.0,291050.8113621584
Traverse City,MI,2024-02-29,395163,"Traverse City, MI",msa,287,30.0,34.0,71.0,360320.0,464451.28012441157
Waco,TX,2024-02-29,395197,"Waco, TX",msa,178,29.0,50.0,35.0,259119.0,186580.06718927764
Bozeman,MT,2024-03-31,394407,"Bozeman, MT",msa,356,37.0,21.0,56.0,684332.0,848542.9563876707
Cedar Rapids,IA,2024-03-31,394447,"Cedar Rapids, IA",msa,179,33.0,24.0,74.0,205528.0,141311.5602495255
Chattanooga,TN,2024-03-31,394460,"Chattanooga, TN",msa,102,30.0,18.0,52.0,287520.0,251213.7223804809
Columbia,MO,2024-03-31,394485,"Columbia, MO",msa,219,26.0,30.0,67.0,299368.0,286471.05857178324
Durham,NC,2024-03-31,394549,"Durham, NC",msa,95,31.0,12.0,79.0,399159.0,454703.27517908404
Erie,PA,2024-03-31,394572,"Erie, PA",msa,184,36.0,9.0,72.0,169314.0,183036.4708726615
Jonesboro,AR,2024-03-31,394728,"Jonesboro, AR",msa,323,30.0,37.0,44.0,182181.0,219816.62974211565
Lakeland,FL,2024-03-31,394766,"Lakeland, FL",msa,82,31.0,34.0,48.0,300241.0,242504.73112630204
Lebanon,PA,2024-03-31,394783,"Lebanon, PA",msa,306,33.0,7.0,73.0,242856.0,242827.47529548433
Meadville,PA,2024-03-31,394847,"Meadville, PA",msa,431,38.0,17.0,61.0,118054.0,95836.20447936689
Myrtle Beach,SC,2024-03-31,394898,"Myrtle Beach, SC",msa,117,34.0,33.0,44.0,307950.0,334965.18768418627
Portland,ME,2024-03-31,394997,"Portland, ME",msa,105,34.0,11.0,99.0,490644.0,572957.2068417777
Spartanburg,SC,2024-03-31,395109,"Spartanburg, SC",msa,160,32.0,21.0,50.0,240448.0,186377.00235014898
Trenton,NJ,2024-03-31,395164,"Trenton, NJ",msa,142,40.0,12.0,98.0,363790.0,183921.38850573168
Akron,OH,2024-04-30,394304,"Akron, OH",msa,83,30.0,6.0,86.0,176827.0,113227.60705619736
Allentown,PA,2024-04-30,394318,"Allentown, PA",msa,70,34.0,9.0,77.0,300030.0,229865.11640650063
Austin,TX,2024-04-30,394355,"Austin, TX",msa,29,22.0,34.0,51.0,459708.0,544723.0878299555
Clarksville,TN,2024-04-30,394471,"Clarksville, TN",msa,163,32.0,16.0,48.0,276257.0,279905.3981468837
Dallas,TX,2024-04-30,394514,"Dallas, TX",msa,4,27.0,16.0,65.0,389433.0,326927.30717835407
Dubuque,IA,2024-04-30,394542,"Dubuque, IA",msa,396,35.0,7.0,78.0,234545.0,157545.5188569881
Duluth,MN,2024-04-30,394543,"Duluth, MN",msa,171,32.0,10.0,77.0,214565.0,241729.9686889226
Fargo,ND,2024-04-30,394585,"Fargo, ND",msa,194,33.0,20.0,72.0,280558.0,306628.94118539564
Grand Rapids,MI,2024-04-30,394640,"Grand Rapids, MI",msa,53,27.0,6.0,90.0,314498.0,272831.5226980556
Harrisburg,PA,2024-04-30,394666,"Harrisburg, PA",msa,99,33.0,5.0,76.0,241293.0,207689.05530193276
Hartford,CT,2024-04-30,394669,"Hartford, CT",msa,49,35.0,6.0,104.0,326944.0,178477.0364396366
Hot Springs,AR,2024-04-30,394689,"Hot Springs, AR",msa,392,29.0,29.0,25.0,246915.0,364207.20694743266
Jackson,MI,2024-04-30,394710,"Jackson, MI",msa,272,29.0,12.0,66.0,195401.0,153324.6338931907
Jackson,MS,2024-04-30,394711,"Jackson, MS",msa,98,33.0,17.0,43.0,223349.0,53960.83235504801
Kokomo,IN,2024-04-30,394755,"Kokomo, IN",msa,438,25.0,13.0,77.0,170772.0,88485.67440240084
Louisville,KY,2024-04-30,394807,"Louisville, KY",msa,46,32.0,7.0,66.0,250080.0,264568.5409767088
Panama City,FL,2024-04-30,394960,"Panama City, FL",msa,242,29.0,48.0,29.0,345672.0,320812.82776338124
Plattsburgh,NY,2024-04-30,394986,"Plattsburgh, NY",msa,452,51.0,22.0,49.0,204399.0,213592.33702409454
Richmond,VA,2024-04-30,395022,"Richmond, VA",msa,45,31.0,6.0,81.0,349299.0,320321.407757025
Salinas,CA,2024-04-30,395050,"Salinas, CA",msa,125,28.0,13.0,61.0,887705.0,631990.701535497
Spartanburg,SC,2024-04-30,395109,"Spartanburg, SC",msa,160,32.0,17.0,48.0,240820.0,187687.8778147907
Stockton,CA,2024-04-30,395134,"Stockton, CA",msa,77,26.0,11.0,71.0,497507.0,395943.01552035636
Ann Arbor,MI,2024-05-31,394332,"Ann Arbor, MI",msa,148,26.0,5.0,89.0,373821.0,494769.67223046254
Appleton,WI,2024-05-31,394334,"Appleton, WI",msa,197,6.0,40.0,45.0,284645.0,237899.57095387718
Austin,TX,2024-05-31,394355,"Austin, TX",msa,29,21.0,32.0,45.0,461323.0,542325.6573302601
Binghamton,NY,2024-05-31,394387,"Binghamton, NY",msa,195,50.0,8.0,76.0,169835.0,160948.74689285643
Corpus Christi,TX,2024-05-31,394502,"Corpus Christi, TX",msa,129,30.0,31.0,40.0,261211.0,232569.93801697413
Denver,CO,2024-05-31,394530,"Denver, CO",msa,19,27.0,8.0,63.0,575186.0,585852.4487714292
Detroit,MI,2024-05-31,394532,"Detroit, MI",msa,14,26.0,7.0,67.0,236643.0,73043.06466698075
Gettysburg,PA,2024-05-31,394630,"Gettysburg, PA",msa,382,34.0,9.0,65.0,279481.0,360054.4739396901
Jackson,MI,2024-05-31,394710,"Jackson, MI",msa,272,30.0,9.0,66.0,201962.0,154263.28051132814
Killeen,TX,2024-05-31,394746,"Killeen, TX",msa,120,30.0,30.0,48.0,249835.0,218075.42608238212
Lafayette,IN,2024-05-31,753895,"Lafayette, IN",msa,208,30.0,5.0,70.0,264524.0,181111.67240883343
Rapid City,SD,2024-05-31,395013,"Rapid City, SD",msa,313,39.0,11.0,60.0,350249.0,368767.6519207672
Rockford,IL,2024-05-31,395033,"Rockford, IL",msa,153,31.0,5.0,87.0,167492.0,156287.9977858965
Santa Fe,NM,2024-05-31,395066,"Santa Fe, NM",msa,284,33.0,11.0,54.0,575620.0,538415.7375259898
Santa Rosa,CA,2024-05-31,395068,"Santa Rosa, CA",msa,112,21.0,12.0,63.0,776340.0,609451.8715456994
Springfield,MO,2024-05-31,395116,"Springfield, MO",msa,118,32.0,8.0,57.0,241099.0,194881.27332960468
Tulsa,OK,2024-05-31,395169,"Tulsa, OK",msa,56,31.0,13.0,54.0,236460.0,229297.57918862355
Virginia Beach,VA,2024-05-31,395194,"Virginia Beach, VA",msa,38,22.0,20.0,64.0,323337.0,478502.03564557363
Chicago,IL,2024-06-30,394463,"Chicago, IL",msa,3,35.0,7.0,67.0,310065.0,307494.5556719658
Corpus Christi,TX,2024-06-30,394502,"Corpus Christi, TX",msa,129,30.0,38.0,38.0,262775.0,232932.037165071
Denver,CO,2024-06-30,394530,"Denver, CO",msa,19,27.0,10.0,56.0,576865.0,583488.9163948826
El Paso,TX,2024-06-30,394561,"El Paso, TX",msa,69,31.0,22.0,52.0,236477.0,207168.61890577417
Ithaca,NY,2024-06-30,394709,"Ithaca, NY",msa,376,61.0,9.0,85.0,352928.0,418706.25764238386
Jonesboro,AR,2024-06-30,394728,"Jonesboro, AR",msa,323,31.0,29.0,36.0,188940.0,219807.9316010136
Lexington,KY,2024-06-30,394792,"Lexington, KY",msa,110,33.0,5.0,57.0,293729.0,248078.64186287587
Marquette,MI,2024-06-30,394829,"Marquette, MI",msa,500,25.0,15.0,71.0,205791.0,279126.175837795
Nashville,TN,2024-06-30,394902,"Nashville, TN",msa,37,31.0,14.0,50.0,440357.0,406049.9304628422
Olympia,WA,2024-06-30,394937,"Olympia, WA",msa,172,29.0,8.0,62.0,491834.0,504188.8587061926
Omaha,NE,2024-06-30,394938,"Omaha, NE",msa,59,32.0,6.0,59.0,281728.0,293573.3722278068
Provo,UT,2024-06-30,395006,"Provo, UT",msa,92,27.0,16.0,60.0,506626.0,465800.4875210063
Racine,WI,2024-06-30,395011,"Racine, WI",msa,231,25.0,9.0,75.0,226842.0,152246.85883882965
Riverside,CA,2024-06-30,395025,"Riverside, CA",msa,13,29.0,17.0,62.0,560059.0,612470.5263847274
Sacramento,CA,2024-06-30,395045,"Sacramento, CA",msa,26,23.0,11.0,67.0,558439.0,486326.11303523305
Santa Fe,NM,2024-06-30,395066,"Santa Fe, NM",msa,284,33.0,11.0,50.0,573071.0,540696.1464176786
Tuscaloosa,AL,2024-06-30,395171,"Tuscaloosa, AL",msa,188,32.0,17.0,50.0,242997.0,190333.12209721515
Washington,NC,2024-06-30,395208,"Washington, NC",msa,656,36.0,24.0,38.0,331116.0,274181.4373991101
Yuba City,CA,2024-06-30,395246,"Yuba City, CA",msa,247,28.0,14.0,57.0,422543.0,421539.510606195
Chattanooga,TN,2024-07-31,394460,"Chattanooga, TN",msa,102,30.0,12.0,47.0,296946.0,257706.64674458728
Colorado Springs,CO,2024-07-31,394484,"Colorado Springs, CO",msa,80,30.0,16.0,49.0,453483.0,460101.39693920175
Grand Rapids,MI,2024-07-31,394640,"Grand Rapids, MI",msa,53,27.0,7.0,67.0,314067.0,276198.603614513
Harrisonburg,VA,2024-07-31,394668,"Harrisonburg, VA",msa,317,33.0,9.0,66.0,326166.0,293130.76019678474
Kingston,NY,2024-07-31,394748,"Kingston, NY",msa,241,56.0,24.0,67.0,411906.0,317069.9819743211
Lansing,MI,2024-07-31,394770,"Lansing, MI",msa,107,30.0,7.0,75.0,208167.0,135611.02219526886
Los Angeles,CA,2024-07-31,753899,"Los Angeles, CA",msa,2,28.0,15.0,66.0,944416.0,954687.1432560016
Napa,CA,2024-07-31,394900,"Napa, CA",msa,312,22.0,19.0,49.0,935442.0,847293.7282531125
New Haven,CT,2024-07-31,394908,"New Haven, CT",msa,68,40.0,7.0,72.0,337839.0,279387.8732208603
Newport,OR,2024-07-31,753905,"Newport, OR",msa,604,30.0,34.0,29.0,471416.0,549392.0802618321
Plattsburgh,NY,2024-07-31,394986,"Plattsburgh, NY",msa,452,52.0,14.0,57.0,231910.0,217282.70116434077
Provo,UT,2024-07-31,395006,"Provo, UT",msa,92,27.0,20.0,58.0,508355.0,465550.8357269375
Rochelle,IL,2024-07-31,395029,"Rochelle, IL",msa,594,35.0,13.0,68.0,182659.0,181457.3296079675
Sacramento,CA,2024-07-31,395045,"Sacramento, CA",msa,26,24.0,13.0,65.0,558796.0,485583.2660578598
Santa Rosa,CA,2024-07-31,395068,"Santa Rosa, CA",msa,112,23.0,16.0,57.0,778460.0,610517.3896000399
Wichita Falls,TX,2024-07-31,395223,"Wichita Falls, TX",msa,298,21.0,36.0,48.0,193582.0,284761.09578352986
Albany,OR,2018-08-31,394307,"Albany, OR",msa,330,35.0,16.0,57.0,240533.0,218592.05058025755
Boston,MA,2018-08-31,394404,"Boston, MA",msa,10,47.0,11.0,60.0,428624.0,646721.8777141017
Chico,CA,2018-08-31,394464,"Chico, CA",msa,215,32.0,19.0,50.0,280726.0,311730.5645095237
Cincinnati,OH,2018-08-31,394466,"Cincinnati, OH",msa,28,36.0,11.0,46.0,157282.0,131406.8725236846
Dover,DE,2018-08-31,394539,"Dover, DE",msa,244,39.0,40.0,49.0,194410.0,224344.98226684172
Durham,NC,2018-08-31,394549,"Durham, NC",msa,95,36.0,10.0,56.0,230659.0,267315.5199048943
Gettysburg,PA,2018-08-31,394630,"Gettysburg, PA",msa,382,39.0,31.0,47.0,191184.0,250307.90193148094
Hudson,NY,2018-08-31,394693,"Hudson, NY",msa,528,47.0,52.0,30.0,218765.0,158198.60976825329
Iowa City,IA,2018-08-31,394707,"Iowa City, IA",msa,252,35.0,41.0,43.0,212198.0,224728.5756054437
Jacksonville,FL,2018-08-31,394714,"Jacksonville, FL",msa,40,24.0,35.0,44.0,205378.0,166398.87908417417
Jamestown,NY,2018-08-31,394719,"Jamestown, NY",msa,328,44.0,45.0,22.0,89490.0,104406.01149987598
Jonesboro,AR,2018-08-31,394728,"Jonesboro, AR",msa,323,34.0,31.0,31.0,140391.0,153716.24094525244
Mount Vernon,WA,2018-08-31,394890,"Mount Vernon, WA",msa,327,32.0,12.0,50.0,317471.0,291084.11205449863
Myrtle Beach,SC,2018-08-31,394898,"Myrtle Beach, SC",msa,117,36.0,39.0,45.0,175984.0,211626.80685161633
Oklahoma City,OK,2018-08-31,394935,"Oklahoma City, OK",msa,42,33.0,22.0,47.0,147963.0,107537.33236122194
Rochester,MN,2018-08-31,395030,"Rochester, MN",msa,207,36.0,21.0,45.0,200669.0,196410.98219261155
Chattanooga,TN,2018-09-30,394460,"Chattanooga, TN",msa,102,32.0,20.0,47.0,162212.0,154399.91549908777
Cincinnati,OH,2018-09-30,394466,"Cincinnati, OH",msa,28,36.0,13.0,52.0,158106.0,133071.23076091128
Clarksville,TN,2018-09-30,394471,"Clarksville, TN",msa,163,35.0,21.0,48.0,158451.0,136394.2900841327
Dallas,TX,2018-09-30,394514,"Dallas, TX",msa,4,21.0,28.0,49.0,253452.0,261576.93214744088
Des Moines,IA,2018-09-30,394531,"Des Moines, IA",msa,84,38.0,24.0,47.0,174074.0,138235.0145292653
Duluth,MN,2018-09-30,394543,"Duluth, MN",msa,171,37.0,26.0,30.0,151336.0,170871.43515006354
Johnson City,TN,2018-09-30,394726,"Johnson City, TN",msa,224,35.0,25.0,37.0,140720.0,111150.51897734567
Orlando,FL,2018-09-30,394943,"Orlando, FL",msa,22,35.0,19.0,48.0,228943.0,225918.3793854909
Portland,OR,2018-09-30,394998,"Portland, OR",msa,25,32.0,19.0,50.0,375312.0,465283.2278040035
Salt Lake City,UT,2018-09-30,395053,"Salt Lake City, UT",msa,48,28.0,13.0,56.0,311607.0,347203.7555082047
Springfield,IL,2018-09-30,395114,"Springfield, IL",msa,220,39.0,50.0,36.0,125787.0,78905.07414675316
Springfield,MO,2018-09-30,395116,"Springfield, MO",msa,118,35.0,20.0,42.0,144407.0,109566.43257105917
Wilmington,NC,2018-09-30,395229,"Wilmington, NC",msa,174,37.0,29.0,42.0,231704.0,233819.74564728828
Bakersfield,CA,2018-10-31,394357,"Bakersfield, CA",msa,63,35.0,32.0,53.0,224038.0,267800.67528524983
Baltimore,MD,2018-10-31,394358,"Baltimore, MD",msa,20,36.0,30.0,50.0,261599.0,132406.0793621693
Boulder,CO,2018-10-31,394405,"Boulder, CO",msa,156,31.0,25.0,47.0,501546.0,818429.1333975485
Chicago,IL,2018-10-31,394463,"Chicago, IL",msa,3,40.0,30.0,42.0,217587.0,248027.02049779703
Columbia,SC,2018-10-31,394486,"Columbia, SC",msa,72,39.0,40.0,36.0,149768.0,134384.0135190511
Denver,CO,2018-10-31,394530,"Denver, CO",msa,19,30.0,15.0,49.0,392507.0,440694.76352695975
Fresno,CA,2018-10-31,394619,"Fresno, CA",msa,57,33.0,16.0,53.0,255213.0,228331.20181500283
Grand Rapids,MI,2018-10-31,394640,"Grand Rapids, MI",msa,53,32.0,15.0,45.0,182836.0,167291.8916485418
Iowa City,IA,2018-10-31,394707,"Iowa City, IA",msa,252,29.0,48.0,42.0,212795.0,224446.40142814786
Killeen,TX,2018-10-31,394746,"Killeen, TX",msa,120,33.0,27.0,52.0,151080.0,121760.59636282863
Madison,WI,2018-10-31,394816,"Madison, WI",msa,88,26.0,42.0,37.0,244927.0,260121.21910666715
Oxnard,CA,2018-10-31,394952,"Oxnard, CA",msa,71,31.0,26.0,51.0,593152.0,465917.14233602723
Spartanburg,SC,2018-10-31,395109,"Spartanburg, SC",msa,160,35.0,21.0,40.0,138596.0,94243.86972990558
Wilmington,NC,2018-10-31,395229,"Wilmington, NC",msa,174,40.0,38.0,43.0,232224.0,234735.3394867015
Clarksville,TN,2018-11-30,394471,"Clarksville, TN",msa,163,33.0,26.0,47.0,158285.0,136919.58555278325
College Station,TX,2018-11-30,394483,"College Station, TX",msa,189,33.0,68.0,39.0,229373.0,280376.04169890046
Hudson,NY,2018-11-30,394693,"Hudson, NY",msa,528,49.0,95.0,22.0,220697.0,160191.34717429202
